,고객ID,recency,frequency,monetary
139,USER_0139,5.231108616854587,3.6375861597263857,8.250411183072199
140,USER_0140,3.58351893845611,4.709530201312334,9.420811972186483
141,USER_0141,2.302585092994046,2.70805020110221,7.769294110802539
142,USER_0142,3.4011973816621555,3.1780538303479458,7.586950583174021
143,USER_0143,4.248495242049359,3.6109179126442243,8.45543692953665
144,USER_0144,5.857933154483459,1.3862943611198906,6.7695271596986935
145,USER_0145,5.351858133476067,0.6931471805599453,5.501258210544727
146,USER_0146,5.365976015021851,4.07753744390572,8.205939477850729
147,USER_0147,3.9318256327243257,3.8501476017100584,8.669708248627527
148,USER_0148,5.602118820879701,1.0986122886681098,4.119199763220277
149,USER_0149,4.762173934797756,4.204692619390966,8.40640687155764
150,USER_0150,5.484796933490655,0.6931471805599453,2.1041341542702074
151,USER_0151,4.820281565605037,2.8903717578961645,7.160162443342779
152,USER_0152,3.5263605246161616,1.0986122886681098,5.488937726156687
153,USER_0153,5.66988092298052,1.6094379124341003,4.497139441774387
154,USER_0154,5.84354441703136,2.6390573296152584,7.069976164069089
155,USER_0155,4.477336814478207,3.713572066704308,8.322945601353789
156,USER_0156,5.111987788356544,4.0943445622221,8.717868614139942
157,USER_0157,4.77912349311153,1.0986122886681098,3.3792925462741055
158,USER_0158,5.3230099791384085,2.8903717578961645,5.883099522429857
159,USER_0159,3.295836866004329,2.1972245773362196,6.8168563552653145
160,USER_0160,5.231108616854587,1.0986122886681098,3.4550540544528663
161,USER_0161,4.356708826689592,3.332204510175204,9.098173411605378
162,USER_0162,4.990432586778736,1.9459101490553132,5.50780814140846
163,USER_0163,5.583496308781699,2.833213344056216,6.73003910113217
164,USER_0164,5.19295685089021,2.70805020110221,7.0192966537150445
165,USER_0165,4.204692619390966,3.6109179126442243,8.515231268102697
166,USER_0166,4.406719247264253,3.044522437723423,6.8711742787191366
167,USER_0167,0.6931471805599453,2.995732273553991,8.015353737479884
168,USER_0168,5.0369526024136295,3.4657359027997265,7.142068219775712
169,USER_0169,5.583496308781699,2.833213344056216,6.888806886723294
170,USER_0170,5.262690188904886,2.995732273553991,7.392290314073781
171,USER_0171,4.499809670330265,2.1972245773362196,6.27814611922618
172,USER_0172,2.6390573296152584,3.871201010907891,8.384813135748884
173,USER_0173,4.882801922586371,1.9459101490553132,7.140801635267703
174,USER_0174,4.77912349311153,1.0986122886681098,5.173830661425033
175,USER_0175,2.9444389791664403,1.3862943611198906,6.153434575987372
176,USER_0176,3.7376696182833684,2.9444389791664403,6.773389252433318
177,USER_0177,5.53338948872752,2.4849066497880004,6.813576458948926
178,USER_0178,4.204692619390966,3.6109179126442243,7.8104216188988955
179,USER_0179,4.204692619390966,2.0794415416798357,6.794071330576672
180,USER_0180,3.970291913552122,4.290459441148391,8.66079990708208
181,USER_0181,4.564348191467836,2.772588722239781,7.674269085538064
182,USER_0182,5.820082930352362,1.3862943611198906,5.360023755984015
183,USER_0183,5.808142489980444,4.219507705176107,8.608192273597034
184,USER_0184,5.313205979041787,2.1972245773362196,7.418132802366146
185,USER_0185,5.187385805840755,1.9459101490553132,5.823371286324659
186,USER_0186,5.159055299214529,0.6931471805599453,2.8326249356838407
187,USER_0187,5.680172609017068,4.110873864173311,7.79268330255411
188,USER_0188,5.241747015059643,2.4849066497880004,6.317182737125891
189,USER_0189,5.730099782973574,2.4849066497880004,5.41761037273602
190,USER_0190,2.70805020110221,3.8066624897703196,8.029598950562718
191,USER_0191,4.770684624465665,3.713572066704308,8.006300898761259
192,USER_0192,4.204692619390966,2.0794415416798357,5.549815111358774
193,USER_0193,1.791759469228055,4.6443908991413725,9.245328100215135
194,USER_0194,4.770684624465665,2.302585092994046,5.35592567916835
195,USER_0195,5.860786223465865,2.70805020110221,7.302435774987958
196,USER_0196,4.418840607796598,0.6931471805599453,2.066862759472976
197,USER_0197,1.6094379124341003,4.9344739331306915,9.098605136453486
198,USER_0198,5.598421958998375,2.70805020110221,7.345093660978356
199,USER_0199,3.970291913552122,4.007333185232471,8.297889757404462
200,USER_0200,4.820281565605037,5.568344503761097,9.968321186373663
201,USER_0201,5.087596335232384,2.0794415416798357,6.927940186141234
202,USER_0202,3.091042453358316,5.905361848054571,10.247599815404199
203,USER_0203,4.543294782270004,2.6390573296152584,7.214806061072034
204,USER_0204,5.342334251964811,2.0794415416798357,5.740724953577918
205,USER_0205,3.044522437723423,4.969813299576001,9.389030342536088
206,USER_0206,5.043425116919247,1.791759469228055,6.067638241330824
207,USER_0207,5.075173815233827,3.970291913552122,8.084133840056197
208,USER_0208,4.0943445622221,3.091042453358316,7.724212415817663
209,USER_0209,2.1972245773362196,4.543294782270004,9.057544607170202
210,USER_0210,5.19295685089021,0.6931471805599453,4.73707525686803
211,USER_0211,4.787491742782046,3.1780538303479458,7.939465366331461
212,USER_0212,5.855071922202427,2.3978952727983707,6.333084227167393
213,USER_0213,3.1354942159291497,3.044522437723423,6.8922862480782054
214,USER_0214,2.1972245773362196,4.143134726391533,9.916163867486516
215,USER_0215,5.0369526024136295,1.0986122886681098,5.543691966703569
216,USER_0216,4.343805421853684,3.5553480614894135,7.703332686093248
217,USER_0217,5.327876168789581,4.127134385045092,8.396879205605892
218,USER_0218,4.927253685157205,3.4965075614664802,7.743924300062091
219,USER_0219,5.552959584921617,1.3862943611198906,5.4208889189362175
220,USER_0220,2.3978952727983707,3.8918202981106265,8.85971991969982
221,USER_0221,5.831882477283517,2.70805020110221,7.3444864689643
222,USER_0222,5.598421958998375,2.833213344056216,6.57553598576262
223,USER_0223,3.1354942159291497,3.4965075614664802,8.116252831179489
224,USER_0224,4.927253685157205,1.3862943611198906,3.9037892005010426
225,USER_0225,5.820082930352362,0.6931471805599453,3.106826321059578
226,USER_0226,3.6375861597263857,4.875197323201151,9.783804963870745
227,USER_0227,4.7535901911063645,4.1588830833596715,8.657115120992762
228,USER_0228,4.330733340286331,2.995732273553991,8.093990701922671
229,USER_0229,3.6635616461296463,2.1972245773362196,6.232389075717279
230,USER_0230,4.890349128221754,3.713572066704308,8.160526818869341
231,USER_0231,5.147494476813453,2.6390573296152584,6.736207476311578
232,USER_0232,4.219507705176107,4.343805421853684,8.58566272598631
233,USER_0233,5.652489180268651,3.1780538303479458,8.169112638242863
234,USER_0234,3.912023005428146,5.493061443340548,10.010097737032487
235,USER_0235,5.402677381872279,3.4965075614664802,7.552630910868383
236,USER_0236,4.997212273764115,3.044522437723423,7.552426246084967
237,USER_0237,5.0369526024136295,3.6375861597263857,7.2136062920492385
238,USER_0238,4.248495242049359,4.356708826689592,8.665556298364116
239,USER_0239,2.995732273553991,2.833213344056216,7.55394711106836
240,USER_0240,2.5649493574615367,3.295836866004329,7.714556984614686
241,USER_0241,4.718498871295094,3.091042453358316,6.147399348728742
242,USER_0242,5.420534999272286,1.0986122886681098,4.163870624870711
243,USER_0243,5.342334251964811,3.58351893845611,7.798326070745665
244,USER_0244,5.075173815233827,2.5649493574615367,6.314543927034791
245,USER_0245,2.5649493574615367,4.454347296253507,9.235068105901012
246,USER_0246,5.003946305945459,2.8903717578961645,7.177736613619558
247,USER_0247,5.375278407684165,1.791759469228055,6.227484836235871
248,USER_0248,5.572154032177765,3.091042453358316,7.331178176464078
249,USER_0249,4.709530201312334,3.713572066704308,7.757842103732988
250,USER_0250,5.117993812416755,2.833213344056216,6.299812844436419
251,USER_0251,5.8916442118257715,1.9459101490553132,7.16807900142063
252,USER_0252,4.663439094112067,3.6888794541139363,7.899413189876176
253,USER_0253,5.318119993844216,0.6931471805599453,4.097007679641584
254,USER_0254,4.882801922586371,3.8501476017100584,9.7240833361634
255,USER_0255,5.43372200355424,3.367295829986474,8.03794375108499
256,USER_0256,5.598421958998375,0.6931471805599453,4.364371699435161
257,USER_0257,3.871201010907891,4.3694478524670215,9.024975388654402
258,USER_0258,4.543294782270004,2.70805020110221,6.703997601467765
259,USER_0259,5.351858133476067,2.4849066497880004,6.710194188128661
260,USER_0260,5.14166355650266,3.091042453358316,6.601569734965796
261,USER_0261,5.849324779946859,1.791759469228055,6.192464733736502
262,USER_0262,2.302585092994046,3.5553480614894135,8.351851458024282
263,USER_0263,4.2626798770413155,3.4011973816621555,7.70015033099814
264,USER_0264,5.135798437050262,2.8903717578961645,6.224142501205113
265,USER_0265,5.313205979041787,2.70805020110221,7.12827940258912
266,USER_0266,5.1298987149230735,4.59511985013459,8.813161835202951
267,USER_0267,3.58351893845611,2.3978952727983707,7.78775125291804
268,USER_0268,5.552959584921617,3.091042453358316,6.756932389247553
269,USER_0269,3.912023005428146,2.8903717578961645,7.759789050076883
270,USER_0270,5.181783550292085,2.302585092994046,6.4446080905328875
271,USER_0271,3.828641396489095,2.6390573296152584,7.1849854198001095
272,USER_0272,5.062595033026967,0.6931471805599453,5.034612203477704
273,USER_0273,5.181783550292085,2.995732273553991,7.446007336018698
274,USER_0274,5.594711379601839,3.8066624897703196,8.096007154535206
275,USER_0275,4.8283137373023015,3.58351893845611,8.101632291876028
276,USER_0276,2.833213344056216,2.833213344056216,7.018804582757432
277,USER_0277,3.58351893845611,2.833213344056216,7.78304900102175
278,USER_0278,5.123963979403259,2.1972245773362196,6.343388221621228
279,USER_0279,5.820082930352362,2.8903717578961645,7.286219111587358
280,USER_0280,4.204692619390966,1.9459101490553132,5.727205989599789
281,USER_0281,3.5263605246161616,4.3694478524670215,9.057887084097128
282,USER_0282,5.337538079701318,3.912023005428146,8.291162977698226
283,USER_0283,5.030437921392435,3.4965075614664802,6.985512299538873
284,USER_0284,5.420534999272286,3.6109179126442243,7.907051709149789
285,USER_0285,4.969813299576001,3.8918202981106265,7.513572850103696
286,USER_0286,4.787491742782046,3.6109179126442243,8.086662551191859
287,USER_0287,4.663439094112067,4.477336814478207,8.275801653725173
288,USER_0288,3.044522437723423,4.382026634673881,9.014247626138287
289,USER_0289,4.844187086458591,2.6390573296152584,6.398128935791629
290,USER_0290,5.676753802268282,0.6931471805599453,2.7899373605743945
291,USER_0291,5.159055299214529,2.4849066497880004,5.853179014303639
292,USER_0292,2.5649493574615367,5.0106352940962555,9.338806583200768
293,USER_0293,3.044522437723423,3.7612001156935624,8.358309997555669
294,USER_0294,3.295836866004329,2.9444389791664403,6.9952348796712736
295,USER_0295,5.351858133476067,3.295836866004329,7.503251041176382
296,USER_0296,5.272999558563747,3.332204510175204,7.289398894964299
297,USER_0297,5.71042701737487,2.3978952727983707,6.867964003088888
298,USER_0298,4.584967478670572,1.6094379124341003,4.7352330702862595
299,USER_0299,3.4339872044851463,3.4011973816621555,8.258878317090588
300,USER_0300,4.624972813284271,3.4657359027997265,8.178119574136455
301,USER_0301,5.602118820879701,3.4339872044851463,7.44403225181541
302,USER_0302,4.7535901911063645,1.791759469228055,4.1082474673910925
303,USER_0303,5.598421958998375,2.772588722239781,8.774470694065903
304,USER_0304,3.8918202981106265,3.970291913552122,8.25462770670531
305,USER_0305,3.828641396489095,1.3862943611198906,3.59922823216129
306,USER_0306,2.6390573296152584,2.4849066497880004,7.008043954575901
307,USER_0307,4.356708826689592,1.6094379124341003,6.938565724775448
308,USER_0308,3.828641396489095,2.1972245773362196,5.809072987863913
309,USER_0309,5.1647859739235145,4.418840607796598,8.937474659818534
310,USER_0310,4.969813299576001,2.6390573296152584,6.877110487267431
311,USER_0311,5.659482215759621,3.2188758248682006,7.468324897590703
312,USER_0312,2.9444389791664403,3.5553480614894135,7.663027132190089
313,USER_0313,5.723585101952381,2.302585092994046,6.256229773113011
314,USER_0314,2.6390573296152584,2.3978952727983707,6.86885851335219
315,USER_0315,1.3862943611198906,3.2188758248682006,7.883333268211163
316,USER_0316,4.997212273764115,3.6888794541139363,7.875377704506581
317,USER_0317,4.787491742782046,3.4339872044851463,7.511284050832864
318,USER_0318,3.4339872044851463,2.995732273553991,7.9616595601302675
319,USER_0319,3.295836866004329,1.3862943611198906,5.947695505975275
320,USER_0320,5.3612921657094255,2.772588722239781,7.053507936786923
321,USER_0321,4.844187086458591,2.302585092994046,6.3523157582901275
322,USER_0322,3.58351893845611,3.2188758248682006,7.612415924499973
323,USER_0323,5.25227342804663,3.044522437723423,7.566476632527065
324,USER_0324,3.1354942159291497,2.1972245773362196,6.941944122718835
325,USER_0325,4.770684624465665,3.6635616461296463,7.036614524103701
326,USER_0326,5.598421958998375,2.772588722239781,6.582703579060352
327,USER_0327,5.717027701406222,2.9444389791664403,6.170489007782642
328,USER_0328,5.043425116919247,3.4657359027997265,7.677066887169611
329,USER_0329,4.465908118654584,4.143134726391533,8.409612435069365
330,USER_0330,2.6390573296152584,4.127134385045092,8.42667312069913
331,USER_0331,4.912654885736052,1.9459101490553132,5.5750395987634755
332,USER_0332,5.030437921392435,4.5217885770490405,8.744709567978969
333,USER_0333,4.663439094112067,1.6094379124341003,4.0260657214688065
334,USER_0334,2.5649493574615367,4.653960350157523,8.704095905334068
335,USER_0335,4.770684624465665,3.295836866004329,7.190072988934768
336,USER_0336,4.2626798770413155,0.6931471805599453,5.556789450915541
337,USER_0337,5.8971538676367405,2.3978952727983707,7.169527060273822
338,USER_0338,3.7612001156935624,3.4965075614664802,8.32654587144416
339,USER_0339,3.7376696182833684,3.4657359027997265,7.882673345303916
340,USER_0340,5.0369526024136295,4.61512051684126,8.907467501377166
341,USER_0341,2.302585092994046,3.7376696182833684,8.421140335896563
342,USER_0342,3.044522437723423,2.302585092994046,6.928890351512095
343,USER_0343,4.418840607796598,4.574710978503383,9.087640392941653
344,USER_0344,5.8971538676367405,0.6931471805599453,5.082707862887907
345,USER_0345,5.902633333401366,0.6931471805599453,2.167910189667444
346,USER_0346,5.030437921392435,0.6931471805599453,2.281361456542419
347,USER_0347,4.0943445622221,2.1972245773362196,6.83278385724001
348,USER_0348,5.313205979041787,2.833213344056216,7.406473907966253
349,USER_0349,4.990432586778736,3.5263605246161616,7.713556810393848
350,USER_0350,5.049856007249537,4.248495242049359,8.377698913215827
351,USER_0351,4.9344739331306915,4.30406509320417,8.702448773079874
352,USER_0352,4.48863636973214,3.4965075614664802,8.113004268637056
353,USER_0353,2.995732273553991,4.219507705176107,8.832120712758213
354,USER_0354,4.77912349311153,3.6109179126442243,8.067606902452718
355,USER_0355,3.2188758248682006,1.9459101490553132,5.5230197023262395
356,USER_0356,5.652489180268651,2.0794415416798357,6.2758348918380875
357,USER_0357,5.5053315359323625,2.0794415416798357,5.977390977376623
358,USER_0358,4.418840607796598,4.820281565605037,9.257964141886514
359,USER_0359,2.70805020110221,3.5263605246161616,8.06134490095868
360,USER_0360,3.295836866004329,3.1354942159291497,7.114476722599627
361,USER_0361,5.641907070938114,2.0794415416798357,7.012016190296641
362,USER_0362,4.276666119016055,3.9889840465642745,9.023871024981341
363,USER_0363,5.147494476813453,2.302585092994046,5.159629846774143
364,USER_0364,2.6390573296152584,3.2188758248682006,8.059336291055766
365,USER_0365,2.995732273553991,2.4849066497880004,6.662187166104226
366,USER_0366,5.318119993844216,0.6931471805599453,2.9386326815134183
367,USER_0367,5.768320995793772,1.0986122886681098,5.792983120114503
368,USER_0368,4.1588830833596715,2.302585092994046,7.022582840412876
369,USER_0369,5.783825182329737,3.970291913552122,8.767860076753124
370,USER_0370,2.6390573296152584,4.02535169073515,8.943442144615316
371,USER_0371,5.365976015021851,3.367295829986474,7.2069557591424
372,USER_0372,5.598421958998375,0.6931471805599453,4.860432367183761
373,USER_0373,3.1354942159291497,3.5263605246161616,7.996000683384084
374,USER_0374,4.700480365792417,3.367295829986474,7.802393273160839
375,USER_0375,4.787491742782046,3.4011973816621555,8.132433244374564
376,USER_0376,3.58351893845611,4.276666119016055,9.406666735387368
377,USER_0377,2.5649493574615367,3.1780538303479458,8.07539599406067
378,USER_0378,2.8903717578961645,2.0794415416798357,5.894154869639866
379,USER_0379,5.267858159063328,2.9444389791664403,6.939283015386432
380,USER_0380,5.652489180268651,1.9459101490553132,7.013717613510653
381,USER_0381,3.367295829986474,2.6390573296152584,7.624257592739663
382,USER_0382,4.700480365792417,0.6931471805599453,3.449987545831587
383,USER_0383,4.0943445622221,2.5649493574615367,7.322153699305126
384,USER_0384,2.995732273553991,2.3978952727983707,6.654758006942202
385,USER_0385,4.6913478822291435,2.5649493574615367,5.89075984298635
386,USER_0386,4.330733340286331,2.4849066497880004,6.582772781775894
387,USER_0387,1.791759469228055,3.258096538021482,7.988084784805145
388,USER_0388,5.147494476813453,2.0794415416798357,5.940592216734226
389,USER_0389,4.48863636973214,1.3862943611198906,7.891865394075137
390,USER_0390,3.044522437723423,2.6390573296152584,7.131282756587216
391,USER_0391,5.7899601708972535,2.5649493574615367,6.867807901872543
392,USER_0392,5.41610040220442,1.3862943611198906,4.98374359862794
393,USER_0393,5.153291594497779,0.6931471805599453,2.653241964607215
394,USER_0394,5.823045895483019,1.791759469228055,6.17891874268022
395,USER_0395,5.4680601411351315,2.833213344056216,6.951877422017029
396,USER_0396,1.9459101490553132,3.58351893845611,8.484738179204586
397,USER_0397,4.499809670330265,3.8066624897703196,8.09777924908436
398,USER_0398,4.727387818712341,3.970291913552122,8.36431936273416
399,USER_0399,4.709530201312334,3.9318256327243257,9.16073407486084
400,USER_0400,4.663439094112067,2.302585092994046,5.085557220613515
401,USER_0401,4.852030263919617,2.9444389791664403,6.252616538607898
402,USER_0402,4.51085950651685,3.4965075614664802,8.0533370277244
403,USER_0403,5.8805329864007,2.302585092994046,7.041805287102393
404,USER_0404,3.4339872044851463,2.0794415416798357,6.3080437952077055
405,USER_0405,5.241747015059643,3.6888794541139363,7.421638224373816
406,USER_0406,5.58724865840025,3.332204510175204,8.49400030367615
407,USER_0407,4.59511985013459,3.9512437185814275,8.08516950588765
408,USER_0408,5.147494476813453,3.4965075614664802,8.350387439552293
409,USER_0409,5.521460917862246,3.295836866004329,7.30497313850222
410,USER_0410,3.713572066704308,4.219507705176107,9.008408993297891
411,USER_0411,2.772588722239781,4.02535169073515,8.91045885464274
412,USER_0412,5.075173815233827,1.791759469228055,5.028409722195421
413,USER_0413,5.0369526024136295,2.772588722239781,5.899404081258768
414,USER_0414,4.174387269895637,4.7535901911063645,9.367851684261403
415,USER_0415,3.7376696182833684,3.7376696182833684,8.278732935990135
416,USER_0416,5.375278407684165,3.8918202981106265,8.11450721793347
417,USER_0417,4.189654742026425,3.713572066704308,8.31924212773405
418,USER_0418,4.564348191467836,3.8066624897703196,8.5233402594215
419,USER_0419,4.418840607796598,3.2188758248682006,7.718796600137194
420,USER_0420,5.8805329864007,2.6390573296152584,7.840887395252251
421,USER_0421,5.723585101952381,4.248495242049359,8.62833734952309
422,USER_0422,5.529429087511423,3.4011973816621555,7.826279514728494
423,USER_0423,5.170483995038151,4.564348191467836,8.926651648814305
