,고객ID,성별,고객지역,가입기간,recency,frequency,monetary,제품카테고리,쿠폰상태,평균구매가치,고객가치,고객수명,고객생애가치,vip
77,USER_1337,여,New Jersey,45,353,9,912.47,Nest-USA,Clicked,101.38555555555556,912.47,1,912.47,non-vip
78,USER_1120,여,California,19,90,11,1599.07,Nest,Clicked,145.37,1599.0700000000002,8,12792.560000000001,non-vip
79,USER_0913,남,New Jersey,12,353,8,1450.99,Nest-USA,Clicked,181.37375,1450.99,1,1450.99,non-vip
80,USER_0961,여,California,43,353,67,6969.7,Nest-USA,Used,104.02537313432836,6969.7,1,6969.7,non-vip
81,USER_0531,여,California,47,28,19,790.27,Apparel,Used,41.59315789473684,790.27,10,7902.7,non-vip
82,USER_0587,남,New York,48,108,35,3451.76,Nest-USA,Clicked,98.62171428571429,3451.76,8,27614.08,non-vip
83,USER_1015,남,California,2,195,30,3560.3,Nest-USA,Clicked,118.67666666666668,3560.3,5,17801.5,non-vip
84,USER_1141,여,Chicago,45,352,5,1133.5,Nest-USA,Clicked,226.7,1133.5,1,1133.5,non-vip
85,USER_0353,여,California,7,19,67,6849.8,Nest-USA,Clicked,102.2358208955224,6849.8,10,68498.0,vip
86,USER_1317,여,Chicago,6,112,76,6887.05,Apparel,Clicked,90.61907894736842,6887.05,7,48209.35,non-vip
87,USER_0165,남,California,48,66,36,4989.2,Nest-USA,Clicked,138.58888888888887,4989.2,9,44902.799999999996,잠재적vip
88,USER_1260,여,California,35,67,8,526.72,Apparel,Clicked,65.84,526.72,9,4740.4800000000005,non-vip
89,USER_1456,남,New York,16,124,17,2476.68,Nest-USA,Clicked,145.6870588235294,2476.68,7,17336.76,non-vip
90,USER_0438,여,Chicago,21,351,22,3627.69,Nest-USA,Used,164.895,3627.69,1,3627.69,non-vip
91,USER_1153,여,California,10,171,30,2394.28,Apparel,Clicked,79.80933333333334,2394.28,6,14365.68,non-vip
92,USER_0195,여,Chicago,32,350,14,1482.91,Apparel,Clicked,105.92214285714286,1482.91,1,1482.91,non-vip
93,USER_0563,여,Chicago,33,1,575,59560.92,Apparel,Clicked,103.58420869565217,59560.92,10,595609.2,vip
94,USER_1091,남,Chicago,11,350,5,246.55,Apparel,Clicked,49.31,246.55,1,246.55,non-vip
95,USER_0718,여,New Jersey,23,13,88,7534.57,Apparel,Clicked,85.62011363636363,7534.569999999999,10,75345.69999999998,vip
96,USER_0312,남,New York,23,18,34,2127.19,Apparel,Clicked,62.56441176470588,2127.19,10,21271.9,vip
97,USER_1406,남,California,7,350,28,1764.75,Nest-USA,Clicked,63.026785714285715,1764.75,1,1764.75,non-vip
98,USER_0203,남,New Jersey,4,93,13,1358.41,Apparel,Clicked,104.49307692307693,1358.41,8,10867.28,non-vip
99,USER_0828,여,New York,41,26,24,2484.62,Nest-USA,Clicked,103.52583333333332,2484.62,10,24846.199999999997,non-vip
100,USER_0602,남,California,32,232,19,1531.49,Apparel,Clicked,80.60473684210527,1531.49,4,6125.96,non-vip
101,USER_0340,남,California,23,153,100,7385.93,Apparel,Clicked,73.8593,7385.93,6,44315.58,non-vip
102,USER_0427,여,Chicago,41,89,61,3113.65,Apparel,Clicked,51.04344262295082,3113.65,8,24909.2,non-vip
103,USER_1330,여,Chicago,8,349,18,1983.24,Nest-USA,Used,110.18,1983.2400000000002,1,1983.2400000000002,non-vip
104,USER_0144,여,New York,33,349,3,869.9,Nest-USA,Used,289.96666666666664,869.8999999999999,1,869.8999999999999,non-vip
105,USER_0840,여,New York,27,349,14,1689.8,Nest-USA,Clicked,120.7,1689.8,1,1689.8,non-vip
106,USER_1359,여,New York,13,349,17,1565.9,Nest-USA,Clicked,92.11176470588236,1565.9,1,1565.9,non-vip
107,USER_0413,여,California,10,153,15,363.82,Office,Used,24.254666666666665,363.82,6,2182.92,non-vip
108,USER_1384,남,New York,12,349,1,26.09,Apparel,Clicked,26.09,26.09,1,26.09,non-vip
109,USER_0391,여,New York,38,326,12,959.84,Nest-USA,Clicked,79.98666666666666,959.8399999999999,2,1919.6799999999998,non-vip
110,USER_1138,남,California,40,214,75,7080.9,Nest-USA,Clicked,94.41199999999999,7080.9,5,35404.5,non-vip
111,USER_0437,여,Chicago,21,114,70,5662.95,Apparel,Clicked,80.89928571428571,5662.95,7,39640.65,non-vip
112,USER_0212,여,Chicago,45,348,10,561.89,Office,Clicked,56.189,561.89,1,561.89,non-vip
113,USER_0033,여,California,11,16,128,14158.95,Nest-USA,Clicked,110.616796875,14158.95,10,141589.5,vip
114,USER_0806,여,Chicago,46,48,157,17974.39,Apparel,Clicked,114.48656050955414,17974.39,9,161769.51,잠재적vip
115,USER_0282,여,New York,22,207,49,3987.47,Nest-USA,Clicked,81.3769387755102,3987.47,5,19937.35,non-vip
116,USER_0607,남,New York,24,258,8,794.47,Apparel,Clicked,99.30875,794.47,3,2383.41,non-vip
117,USER_0820,남,Chicago,24,14,28,5822.77,Apparel,Used,207.95607142857145,5822.77,10,58227.700000000004,vip
118,USER_0496,여,California,6,267,23,1731.42,Office,Clicked,75.27913043478262,1731.42,3,5194.26,non-vip
119,USER_0641,여,Chicago,4,222,40,4587.42,Nest-USA,Used,114.6855,4587.42,4,18349.68,non-vip
120,USER_1411,남,Washington DC,30,19,163,16010.32,Nest-USA,Clicked,98.22282208588958,16010.320000000002,10,160103.2,vip
121,USER_0889,여,California,49,347,20,3465.72,Nest-USA,Clicked,173.286,3465.7200000000003,1,3465.7200000000003,non-vip
122,USER_0677,여,Washington DC,39,347,1,507.94,Lifestyle,Used,507.94,507.94,1,507.94,non-vip
123,USER_0953,여,New York,36,346,63,5623.93,Apparel,Clicked,89.26873015873016,5623.93,1,5623.93,non-vip
124,USER_0687,남,New Jersey,9,346,16,2789.06,Nest-USA,Clicked,174.31625,2789.06,1,2789.06,non-vip
125,USER_0498,남,Chicago,37,346,28,3565.96,Nest-USA,Clicked,127.35571428571428,3565.96,1,3565.96,non-vip
126,USER_1016,여,California,42,337,12,1648.8,Nest-USA,Not Used,137.4,1648.8000000000002,1,1648.8000000000002,non-vip
127,USER_0721,여,Chicago,45,346,17,1706.08,Apparel,Clicked,100.35764705882353,1706.08,1,1706.08,non-vip
128,USER_0261,여,Chicago,38,346,5,488.05,Apparel,Used,97.61,488.05,1,488.05,non-vip
129,USER_0530,여,California,6,345,4,538.22,Nest-USA,Clicked,134.555,538.22,1,538.22,non-vip
130,USER_0417,여,Chicago,22,65,40,4101.05,Nest-USA,Not Used,102.52625,4101.05,9,36909.450000000004,잠재적vip
131,USER_0882,여,Chicago,34,345,21,2215.18,Nest-USA,Clicked,105.4847619047619,2215.18,1,2215.18,non-vip
132,USER_1071,남,New York,42,345,9,963.45,Nest-USA,Used,107.05000000000001,963.45,1,963.45,non-vip
133,USER_1204,여,Washington DC,45,286,22,2075.88,Nest-USA,Clicked,94.35818181818182,2075.88,3,6227.64,non-vip
134,USER_0751,남,New York,32,344,16,1100.16,Apparel,Used,68.76,1100.16,1,1100.16,non-vip
135,USER_0154,여,Washington DC,3,344,13,1175.12,Nest-USA,Clicked,90.39384615384614,1175.12,1,1175.12,non-vip
136,USER_0791,남,Chicago,22,344,26,2118.43,Nest-USA,Clicked,81.47807692307691,2118.43,1,2118.43,non-vip
137,USER_0837,남,New Jersey,16,34,37,2395.92,Apparel,Clicked,64.7545945945946,2395.92,10,23959.2,non-vip
138,USER_0911,여,Chicago,16,135,6,562.66,Nest-USA,Clicked,93.77666666666666,562.66,7,3938.62,non-vip
139,USER_1237,남,New Jersey,17,10,19,2683.08,Nest-USA,Clicked,141.21473684210525,2683.08,10,26830.8,non-vip
140,USER_0856,여,Chicago,3,35,29,3172.59,Nest-USA,Clicked,109.3996551724138,3172.59,10,31725.9,non-vip
141,USER_0447,여,California,11,16,88,21755.32,Apparel,Clicked,247.21954545454545,21755.32,10,217553.2,vip
142,USER_0216,남,New Jersey,30,76,34,2214.72,Apparel,Clicked,65.13882352941175,2214.7199999999993,8,17717.759999999995,non-vip
143,USER_1114,여,New York,7,343,50,3363.41,Apparel,Clicked,67.2682,3363.41,1,3363.41,non-vip
144,USER_1392,남,New Jersey,5,343,35,4622.38,Nest-USA,Clicked,132.068,4622.38,1,4622.38,non-vip
145,USER_0525,여,Chicago,18,11,17,1876.02,Nest-USA,Clicked,110.35411764705883,1876.02,10,18760.2,non-vip
146,USER_1193,남,California,12,343,10,1866.47,Nest-USA,Clicked,186.647,1866.4699999999998,1,1866.4699999999998,non-vip
147,USER_1007,여,California,39,342,13,2018.64,Nest-USA,Used,155.28,2018.64,1,2018.64,non-vip
148,USER_1346,여,California,13,342,12,884.31,Lifestyle,Clicked,73.6925,884.31,1,884.31,non-vip
149,USER_0685,여,New York,20,23,20,1671.3,Apparel,Clicked,83.565,1671.3,10,16713.0,non-vip
150,USER_1398,남,Washington DC,12,342,65,5697.88,Nest-USA,Clicked,87.65969230769231,5697.88,1,5697.88,non-vip
151,USER_0520,남,New Jersey,39,341,50,6992.74,Nest-USA,Clicked,139.85479999999998,6992.739999999999,1,6992.739999999999,non-vip
152,USER_0860,여,Chicago,9,22,6,540.0,Nest-USA,Clicked,90.0,540.0,10,5400.0,non-vip
153,USER_1080,여,New York,38,257,19,2047.29,Nest-USA,Clicked,107.75210526315789,2047.29,3,6141.87,non-vip
154,USER_1276,남,Chicago,41,341,2,158.76,Drinkware,Clicked,79.38,158.76,1,158.76,non-vip
155,USER_0293,여,Chicago,16,20,42,4264.48,Nest-USA,Clicked,101.53523809523809,4264.48,10,42644.799999999996,vip
156,USER_0941,여,New York,18,341,20,833.52,Drinkware,Clicked,41.676,833.52,1,833.52,non-vip
157,USER_1316,남,Washington DC,37,5,41,3281.92,Apparel,Used,80.04682926829268,3281.92,10,32819.2,vip
158,USER_1287,남,California,25,123,65,5223.44,Apparel,Clicked,80.36061538461537,5223.44,7,36564.079999999994,non-vip
159,USER_0836,여,Chicago,21,341,5,339.68,Nest-USA,Clicked,67.936,339.68000000000006,1,339.68000000000006,non-vip
160,USER_0221,여,California,21,340,14,1546.64,Nest-USA,Clicked,110.47428571428573,1546.64,1,1546.64,non-vip
161,USER_0855,남,New York,27,157,17,742.38,Apparel,Clicked,43.669411764705885,742.38,6,4454.28,non-vip
162,USER_1282,여,California,9,340,27,2607.92,Apparel,Clicked,96.58962962962963,2607.92,1,2607.92,non-vip
163,USER_0675,남,California,7,66,170,16613.84,Apparel,Clicked,97.7284705882353,16613.84,9,149524.56,잠재적vip
164,USER_0944,남,California,9,136,12,1646.63,Nest-USA,Clicked,137.21916666666667,1646.63,7,11526.41,non-vip
165,USER_0816,여,California,30,137,115,10471.96,Apparel,Clicked,91.06052173913042,10471.96,7,73303.72,non-vip
166,USER_0800,여,New York,5,199,159,13000.1,Apparel,Clicked,81.76163522012578,13000.099999999999,5,65000.49999999999,non-vip
167,USER_1076,여,Chicago,26,38,67,9151.9,Nest-USA,Clicked,136.5955223880597,9151.9,9,82367.09999999999,잠재적vip
168,USER_1354,여,California,14,256,43,4710.57,Apparel,Clicked,109.54813953488372,4710.57,3,14131.71,non-vip
169,USER_1190,남,Chicago,42,26,48,3991.35,Nest-USA,Clicked,83.153125,3991.3500000000004,10,39913.5,vip
170,USER_0627,남,California,15,203,29,4609.06,Nest-USA,Clicked,158.9331034482759,4609.06,5,23045.300000000003,non-vip
171,USER_1246,여,California,19,193,21,2047.94,Nest-USA,Clicked,97.52095238095238,2047.94,5,10239.7,non-vip
172,USER_0407,여,Chicago,17,98,51,3244.97,Apparel,Clicked,63.62686274509804,3244.97,8,25959.76,non-vip
173,USER_0610,여,Chicago,25,337,20,1518.69,Apparel,Clicked,75.9345,1518.69,1,1518.69,non-vip
174,USER_0172,여,Washington DC,43,13,47,4379.04,Nest-USA,Clicked,93.17106382978723,4379.04,10,43790.4,vip
175,USER_0858,남,Chicago,12,337,2,124.68,Office,Clicked,62.34,124.68,1,124.68,non-vip
176,USER_1307,여,California,33,194,17,1581.11,Apparel,Clicked,93.00647058823529,1581.11,5,7905.549999999999,non-vip
177,USER_0733,남,Chicago,25,337,3,342.0,Bags,Used,114.0,342.0,1,342.0,non-vip
178,USER_0818,남,California,10,337,17,1770.49,Nest-USA,Used,104.14647058823529,1770.49,1,1770.49,non-vip
179,USER_0394,여,New Jersey,22,337,5,481.47,Nest-USA,Clicked,96.29400000000001,481.47,1,481.47,non-vip
180,USER_0518,여,New Jersey,41,18,42,2355.12,Apparel,Clicked,56.074285714285715,2355.12,10,23551.199999999997,vip
181,USER_0441,여,California,5,14,86,8065.1,Nest-USA,Clicked,93.78023255813955,8065.100000000001,10,80651.00000000001,vip
182,USER_1133,여,California,50,336,1,24.03,Apparel,Clicked,24.03,24.03,1,24.03,non-vip
183,USER_0279,남,Chicago,42,336,17,1459.04,Apparel,Clicked,85.82588235294118,1459.04,1,1459.04,non-vip
184,USER_1442,여,Chicago,5,210,44,4111.62,Apparel,Clicked,93.44590909090908,4111.62,5,20558.1,non-vip
185,USER_1336,여,New York,45,48,123,9250.22,Apparel,Clicked,75.2050406504065,9250.22,9,83251.98,잠재적vip
186,USER_0568,여,Chicago,14,227,36,2718.53,Apparel,Clicked,75.51472222222223,2718.53,4,10874.12,non-vip
187,USER_0182,여,New York,18,336,3,211.73,Bags,Used,70.57666666666667,211.73000000000002,1,211.73000000000002,non-vip
188,USER_0358,남,California,37,82,123,10486.76,Apparel,Clicked,85.25821138211383,10486.76,8,83894.08,잠재적vip
189,USER_0758,남,California,30,210,22,1627.17,Nest-USA,Clicked,73.96227272727273,1627.17,5,8135.85,non-vip
190,USER_0475,남,Chicago,16,336,2,28.88,Apparel,Clicked,14.44,28.88,1,28.88,non-vip
191,USER_0259,여,New York,33,210,11,819.73,Apparel,Clicked,74.52090909090909,819.7299999999999,5,4098.65,non-vip
192,USER_1072,여,New Jersey,5,336,2,149.79,Apparel,Clicked,74.895,149.79,1,149.79,non-vip
193,USER_1037,여,New York,33,336,8,1095.05,Nest-USA,Clicked,136.88125,1095.05,1,1095.05,non-vip
194,USER_1459,남,New York,20,35,52,6376.35,Apparel,Clicked,122.6221153846154,6376.35,10,63763.5,잠재적vip
195,USER_0556,여,Chicago,26,336,1,60.35,Apparel,Used,60.35,60.35,1,60.35,non-vip
196,USER_0225,여,California,4,336,1,21.35,Bags,Used,21.35,21.35,1,21.35,non-vip
197,USER_0499,남,New Jersey,4,143,63,4015.23,Apparel,Clicked,63.733809523809526,4015.23,7,28106.61,non-vip
198,USER_0632,여,New Jersey,8,336,3,50.83,Apparel,Clicked,16.94333333333333,50.83,1,50.83,non-vip
199,USER_0682,남,California,46,162,39,3852.56,Nest-USA,Clicked,98.78358974358974,3852.56,6,23115.36,non-vip
200,USER_0115,남,New York,42,336,11,1748.97,Nest-USA,Clicked,158.99727272727273,1748.97,1,1748.97,non-vip
201,USER_0935,여,Washington DC,34,153,26,2369.52,Apparel,Clicked,91.13538461538461,2369.52,6,14217.119999999999,non-vip
202,USER_1279,여,New York,44,335,13,1156.66,Apparel,Clicked,88.97384615384615,1156.66,1,1156.66,non-vip
203,USER_0465,여,Chicago,18,335,3,273.35,Apparel,Clicked,91.11666666666667,273.35,1,273.35,non-vip
204,USER_1391,여,California,10,19,81,10139.25,Apparel,Clicked,125.17592592592592,10139.25,10,101392.5,vip
205,USER_0555,남,California,40,335,76,7516.83,Apparel,Clicked,98.90565789473685,7516.830000000001,1,7516.830000000001,non-vip
206,USER_1169,여,California,45,335,9,1405.24,Nest-USA,Used,156.13777777777779,1405.24,1,1405.24,non-vip
207,USER_1240,여,California,13,335,3,41.97,Drinkware,Not Used,13.99,41.97,1,41.97,non-vip
208,USER_0457,여,California,25,335,5,93.52,Drinkware,Clicked,18.704,93.52000000000001,1,93.52000000000001,non-vip
209,USER_0170,여,New York,34,192,19,1622.42,Apparel,Clicked,85.39052631578947,1622.42,5,8112.1,non-vip
210,USER_0097,남,Chicago,30,335,7,1003.47,Nest-USA,Clicked,143.35285714285715,1003.47,1,1003.47,non-vip
211,USER_0582,남,California,26,335,1,144.84,Nest-USA,Used,144.84,144.84,1,144.84,non-vip
212,USER_0719,남,New York,40,28,17,2090.64,Apparel,Clicked,122.97882352941176,2090.64,10,20906.399999999998,non-vip
213,USER_1454,여,New Jersey,28,257,3,113.14,Apparel,Used,37.71333333333333,113.13999999999999,3,339.41999999999996,non-vip
214,USER_0274,남,Washington DC,41,268,44,3280.34,Apparel,Clicked,74.55318181818183,3280.34,3,9841.02,non-vip
215,USER_1101,여,Washington DC,37,334,17,2294.89,Apparel,Clicked,134.9935294117647,2294.8900000000003,1,2294.8900000000003,non-vip
216,USER_0300,여,Chicago,19,101,31,3561.15,Apparel,Clicked,114.8758064516129,3561.15,8,28489.2,non-vip
217,USER_0140,여,California,19,35,110,12341.6,Apparel,Clicked,112.19636363636364,12341.6,10,123416.0,잠재적vip
218,USER_1111,여,New York,33,334,10,1018.33,Nest-USA,Clicked,101.833,1018.3299999999999,1,1018.3299999999999,non-vip
219,USER_0023,여,New York,37,171,13,1377.02,Apparel,Clicked,105.92461538461538,1377.02,6,8262.119999999999,non-vip
220,USER_1394,여,Chicago,6,334,48,4846.31,Nest-USA,Clicked,100.96479166666667,4846.31,1,4846.31,non-vip
221,USER_1104,남,Chicago,12,333,69,8149.43,Nest-USA,Clicked,118.1076811594203,8149.43,1,8149.43,non-vip
222,USER_0559,여,New York,48,333,3,257.61,Office,Used,85.87,257.61,1,257.61,non-vip
223,USER_0583,여,California,37,71,89,7808.98,Apparel,Clicked,87.74134831460674,7808.98,9,70280.81999999999,잠재적vip
224,USER_1371,여,Chicago,37,27,93,8860.7,Nest-USA,Clicked,95.27634408602151,8860.7,10,88607.0,vip
225,USER_0060,남,New York,50,137,9,299.09,Apparel,Used,33.23222222222222,299.09,7,2093.6299999999997,non-vip
226,USER_0423,남,Chicago,41,175,95,7529.01,Apparel,Clicked,79.25273684210526,7529.01,6,45174.06,non-vip
227,USER_0183,남,Chicago,13,332,67,5475.34,Apparel,Clicked,81.72149253731344,5475.34,1,5475.34,non-vip
228,USER_0456,여,New York,18,167,37,3426.88,Apparel,Clicked,92.61837837837838,3426.88,6,20561.28,non-vip
229,USER_1000,여,Washington DC,50,82,59,4776.45,Apparel,Clicked,80.95677966101695,4776.45,8,38211.6,잠재적vip
230,USER_0071,남,New York,39,16,15,812.88,Apparel,Used,54.192,812.88,10,8128.8,non-vip
231,USER_0903,남,New York,31,152,12,525.69,Apparel,Clicked,43.807500000000005,525.69,6,3154.1400000000003,non-vip
